col_name,description,source,needs_review
excitement,Excitement.,heuristic,TRUE
excitement_rk,Excitement rk.,heuristic,TRUE
excitement_season_rk,Excitement season rk.,heuristic,TRUE
exp,Exp.,heuristic,TRUE
experience,Years of professional experience.,curated,FALSE
experience_abbreviation,Experience abbreviation.,heuristic,TRUE
experience_display_value,Experience display value.,heuristic,TRUE
experience_rk,Experience rk.,heuristic,TRUE
experience_years,Experience years.,heuristic,TRUE
f4,F4.,heuristic,TRUE
f_cper40,F cper40.,heuristic,TRUE
f_cper40_rk,F cper40 rk.,heuristic,TRUE
f_dper40,F dper40.,heuristic,TRUE
f_dper40_rk,F dper40 rk.,heuristic,TRUE
family_name,Player's family / last name.,curated,FALSE
fast_break_points,Fast-break points scored.,curated,FALSE
fast_break_points_attempted,Number of fast break points attempted.,heuristic,TRUE
fast_break_points_made,Number of fast break points made.,heuristic,TRUE
fast_break_points_percentage,Fast break points percentage (0-1 decimal).,heuristic,TRUE
fast_break_pts,Fast-break points scored.,curated,FALSE
favchg,Favchg.,heuristic,TRUE
fg,Field goals made.,curated,FALSE
fg3_pct,Three-point field goal percentage (0-1).,curated,FALSE
fg3a,Three-point field goal attempts.,curated,FALSE
fg3m,Three-point field goals made.,curated,FALSE
fg_2_pct,Field goals 2 percentage (0-1 decimal).,heuristic,TRUE
fg_2_pct_rk,Fg 2 pct rk.,heuristic,TRUE
fg_3_pct,Field goals 3 percentage (0-1 decimal).,heuristic,TRUE
fg_3_pct_rk,Fg 3 pct rk.,heuristic,TRUE
fg_3a_pct,Field goals 3a percentage (0-1 decimal).,heuristic,TRUE
fg_3a_pct_rk,Fg 3a pct rk.,heuristic,TRUE
fg_pct,Field goal percentage (0-1).,curated,FALSE
fga,Field goal attempts.,curated,FALSE
fga_2,Fga 2.,heuristic,TRUE
fga_3,Fga 3.,heuristic,TRUE
fgm,Field goals made.,curated,FALSE
fgm_2,Fgm 2.,heuristic,TRUE
fgm_3,Fgm 3.,heuristic,TRUE
field_goal_pct,Field goal percentage (0-1).,curated,FALSE
field_goal_percentage,Field Goal Percentage.,espn_api,FALSE
field_goals_attempted,Field goal attempts (2-pt + 3-pt).,curated,FALSE
field_goals_effective_adjusted,Field goals effective adjusted.,heuristic,TRUE
field_goals_made,Field goals made (2-pt + 3-pt).,curated,FALSE
field_goals_made_attempted,Field Goals Made-Attempted.,espn_api,FALSE
field_goals_made_attempted_per_game,Field Goals Made-Attempted Per Game.,espn_api,FALSE
field_goals_made_field_goals_attempted,Field Goals Made-Attempted.,espn_api,FALSE
field_goals_percentage,Field goal percentage (0-1 decimal).,curated,FALSE
final_adj_d,Final adj d.,heuristic,TRUE
final_adj_d_rk,Final adj d rk.,heuristic,TRUE
final_adj_em,Final adj em.,heuristic,TRUE
final_adj_o,Final adj o.,heuristic,TRUE
final_adj_o_rk,Final adj o rk.,heuristic,TRUE
final_adj_t,Final adj t.,heuristic,TRUE
final_adj_t_rk,Final adj t rk.,heuristic,TRUE
final_rk,Final rk.,heuristic,TRUE
first_name,Player's first name.,curated,FALSE
first_occurrence_type,First occurrence type.,heuristic,TRUE
first_occurrence_value,First occurrence value.,heuristic,TRUE
first_place_votes,First place votes.,heuristic,TRUE
firstname,Firstname.,heuristic,TRUE
flagrant_fouls,Total flagrant fouls.,curated,FALSE
format_regulation_periods,Format regulation periods.,heuristic,TRUE
foul2partic_pct,Foul2partic percentage (0-1 decimal).,heuristic,TRUE
foul2partic_pct_rk,Foul2partic pct rk.,heuristic,TRUE
foul_drawn_person_id,Unique identifier for foul drawn person.,heuristic,TRUE
foul_drawn_player_name,Foul drawn player name.,heuristic,TRUE
foul_personal_total,Foul personal total.,heuristic,TRUE
foul_technical_total,Foul technical total.,heuristic,TRUE
fouled_name,Fouled-player name.,curated,FALSE
fouler_name,Fouler name.,curated,FALSE
fouls,Personal fouls.,curated,FALSE
fouls_drawn,Personal fouls drawn (by opponent's actions).,curated,FALSE
fouls_offensive,Offensive fouls.,curated,FALSE
fouls_per_game,Fouls Per Game.,espn_api,FALSE
fouls_personal,Personal fouls.,curated,FALSE
fouls_team,Fouls team.,heuristic,TRUE
fouls_team_technical,Fouls team technical.,heuristic,TRUE
fouls_technical,Technical fouls.,curated,FALSE
fppg,Fantasy points per game.,curated,FALSE
frames,Frames.,heuristic,TRUE
free_throw_assists,Free throw assists (passes that led to a fouled shot attempt).,curated,FALSE
free_throw_attempt_rate,Free throw attempt rate (FTA / FGA).,curated,FALSE
free_throw_pct,Free throw percentage (0-1).,curated,FALSE
free_throw_percentage,Free Throw Percentage.,espn_api,FALSE
free_throws_attempted,Free throw attempts.,curated,FALSE
free_throws_made,Free throws made.,curated,FALSE
free_throws_made_attempted,Free Throws Made-Attempted.,espn_api,FALSE
free_throws_made_attempted_per_game,Free Throws Made-Attempted Per Game.,espn_api,FALSE
free_throws_made_free_throws_attempted,Free Throws Made-Attempted.,espn_api,FALSE
free_throws_percentage,Free throw percentage (0-1 decimal).,curated,FALSE
ft_pct,Free throw percentage (0-1).,curated,FALSE
ft_pct_rk,Ft pct rk.,heuristic,TRUE
ft_rate,Ft rate.,heuristic,TRUE
ft_rate_rk,Ft rate rk.,heuristic,TRUE
fta,Free throw attempts.,curated,FALSE
fta_rate,Free throw attempt rate (FTA / FGA).,curated,FALSE
ftm,Free throws made.,curated,FALSE
ftm_rate,Free throw make rate (FTM / FGA).,curated,FALSE
full_date,Date in YYYY-MM-DD format.,heuristic,TRUE
full_name,Player's full name.,curated,FALSE
g,Games played.,curated,FALSE
game,Game.,heuristic,TRUE
game_away_leaders_assists,Game away leaders assists.,heuristic,TRUE
game_away_leaders_jersey_num,Game away leaders jersey num.,heuristic,TRUE
game_away_leaders_name,Game away leaders name.,heuristic,TRUE
game_away_leaders_person_id,Unique identifier for game away leaders person.,heuristic,TRUE
game_away_leaders_player_slug,Game away leaders player slug.,heuristic,TRUE
game_away_leaders_points,Game away leaders points.,heuristic,TRUE
game_away_leaders_position,Game away leaders position.,heuristic,TRUE
game_away_leaders_rebounds,Game away leaders rebounds.,heuristic,TRUE
game_away_leaders_team_tricode,Game away leaders team tricode.,heuristic,TRUE
game_clock,Game clock.,heuristic,TRUE
game_clock_time,Time / clock value.,heuristic,TRUE
game_code,ESPN game code (numeric identifier).,curated,FALSE
game_date,Game date (YYYY-MM-DD).,curated,FALSE
game_date_est,Game date est.,heuristic,TRUE
game_date_time,Game start date/time (ISO 8601).,curated,FALSE
game_date_time_est,Game date time est.,heuristic,TRUE
game_date_time_utc,Game date time utc.,heuristic,TRUE
game_date_utc,Game date utc.,heuristic,TRUE
game_duration,Game duration.,heuristic,TRUE
game_et,Game et.,heuristic,TRUE
game_half,Half of the game (1 or 2).,curated,FALSE
game_home_leaders_assists,Game home leaders assists.,heuristic,TRUE
game_home_leaders_jersey_num,Game home leaders jersey num.,heuristic,TRUE
game_home_leaders_name,Game home leaders name.,heuristic,TRUE
game_home_leaders_person_id,Unique identifier for game home leaders person.,heuristic,TRUE
game_home_leaders_player_slug,Game home leaders player slug.,heuristic,TRUE
game_home_leaders_points,Game home leaders points.,heuristic,TRUE
game_home_leaders_position,Game home leaders position.,heuristic,TRUE
game_home_leaders_rebounds,Game home leaders rebounds.,heuristic,TRUE
game_home_leaders_team_tricode,Game home leaders team tricode.,heuristic,TRUE
game_id,Unique game identifier.,curated,FALSE
game_mv_ps,Game mv ps.,heuristic,TRUE
game_number,Game number.,heuristic,TRUE
game_play_id,Unique play identifier within the game.,curated,FALSE
game_play_number,Sequential play number within the game.,curated,FALSE
game_sequence,Game sequence.,heuristic,TRUE
game_spread,Game spread (signed; positive = home favored).,curated,FALSE
game_spread_available,TRUE if a point spread was available.,curated,FALSE
game_status,Game status label.,curated,FALSE
game_status_id,Numeric game status identifier.,curated,FALSE
game_status_text,"Game status display text (e.g. 'Final', '4:32 - 4th').",curated,FALSE
game_subtype,Game subtype.,heuristic,TRUE
game_time,Game start time.,curated,FALSE
game_time_away,Game time away.,heuristic,TRUE
game_time_est,Game time est.,heuristic,TRUE
game_time_home,Game time home.,heuristic,TRUE
game_time_local,Game time local.,heuristic,TRUE
game_time_utc,Game start time in UTC (ISO 8601 timestamp).,curated,FALSE
game_type,Game type.,heuristic,TRUE
game_uid,Game uid.,heuristic,TRUE
games_back,Games back from the conference / division leader.,curated,FALSE
games_lost,Games lost.,curated,FALSE
games_played,Games played.,curated,FALSE
games_started,Games started.,curated,FALSE
games_won,Games won.,curated,FALSE
gamesbehind,Gamesbehind.,heuristic,TRUE
gamesplayed,Gamesplayed.,heuristic,TRUE
gc,Gc.,heuristic,TRUE
gender,Athlete sex / gender ('male' / 'female').,curated,FALSE
general_assist_turnover_ratio,The average number of assists a player or team records per turnover.,espn_api,FALSE
general_average,Average general value (context-dependent).,curated,FALSE
general_avg48disqualifications,The average number of disqualifications per 48 minutes.,espn_api,FALSE
general_avg48ejections,The average number of ejections per 48 minutes.,espn_api,FALSE
general_avg48flagrant_fouls,The average number of flagrant fouls committed per 48 minutes.,espn_api,FALSE
general_avg48fouls,The average number of fouls committed per 48 minutes.,espn_api,FALSE
general_avg48rebounds,The average number of rebounds per 48 minutes.,espn_api,FALSE
general_avg48technical_fouls,The average number of technical fouls committed per 48 minutes.,espn_api,FALSE
general_avg_disqualifications,The average number of disqualifications per game.,espn_api,FALSE
general_avg_ejections,The average ejections per game.,espn_api,FALSE
general_avg_flagrant_fouls,The average number of flagrant fouls per game.,espn_api,FALSE
general_avg_fouls,The average fouls committed per game.,espn_api,FALSE
general_avg_minutes,The average number of minutes per game.,espn_api,FALSE
general_avg_rebounds,The average rebounds per game.,espn_api,FALSE
general_avg_team_rebounds,The average number of rebounds for a team per game.,espn_api,FALSE
general_avg_technical_fouls,The average number of technical fouls per game.,espn_api,FALSE
general_block_foul_ratio,The average number of blocks a player or record per foul committed.,espn_api,FALSE
general_disqualifications,The number of times a player reached the foul limit.,espn_api,FALSE
general_double_double,"The number of times double digit values were accumulated in 2 of the following categories: points, rebounds, assists, steals, and blocked shots.",espn_api,FALSE
general_ejections,The number of times a player or coach is removed from the game as a result of a serious offense.,espn_api,FALSE
general_fantasy_rating,The Fantasy Rating of a player.,espn_api,FALSE
general_flagrant_fouls,The number of fouls that the officials thought were unnecessary or excessive.,espn_api,FALSE
general_fouls,The number of times a player had illegal contact with the opponent.,espn_api,FALSE
general_game_day_of_year,"The day of the season on which this game falls; if it's the 15th day of the regular season in Nov, the game day of year is 15 (ie, game day of year != day of year).",espn_api,FALSE
general_games_played,Games Played.,espn_api,FALSE
general_games_started,The number of games started by an athlete.,espn_api,FALSE
general_minutes,The total number of minutes played.,espn_api,FALSE
general_nba_rating,General nba rating.,heuristic,TRUE
general_nbarating,"Custom formula to rate the performance of a player based on points, assists, steals, blocks, turnovers, rebounds, three pointers, and free throws.",espn_api,FALSE
general_per,A numerical value for each of a player's accomplishments per-minute and is pace-adjusted for the team they play on. The league average in PER to 15.00 every season.,espn_api,FALSE
general_plus_minus,A player's estimated on-court impact on team performance measured in point differential per 100 possessions.,espn_api,FALSE
general_r40,Rebounds Per 40 Minutes.,espn_api,FALSE
general_rebound_rate,The percentage of missed shots that a team rebounds. Rebound Rate = (Rebounds x Team Minutes) divided by [Player Minutes x (Team Rebounds + Opponent Rebounds)].,espn_api,FALSE
general_rebounds,The total number of rebounds (offensive and defensive).,espn_api,FALSE
general_rpm,Real Plus-Minus.,espn_api,FALSE
general_steal_foul_ratio,The average number of steals a player or team records per foul committed.,espn_api,FALSE
general_steal_turnover_ratio,The number of steals per turnover.,espn_api,FALSE
general_team_assist_turnover_ratio,The number of assists per turnover for a team.,espn_api,FALSE
general_team_rebounds,The total number of rebounds for a team.,espn_api,FALSE
general_technical_fouls,The number of times an player or coach was called for a technical foul (unsportsmanlike conduct or violations).,espn_api,FALSE
general_total_rebounds,The total number of rebounds for a team or player.,espn_api,FALSE
general_total_technical_fouls,The total number of technical fouls for a team or player.,espn_api,FALSE
general_triple_double,"The number of times double digit values were accumulated in 3 of the following categories: points, rebounds, assists, steals, and blocked shots.",espn_api,FALSE
general_vorp,Value Over Replacement Player.,espn_api,FALSE
general_warp,Wins Above Replacement Player.,espn_api,FALSE
geo_broadcasts,Geo broadcasts.,heuristic,TRUE
gi,Gi.,heuristic,TRUE
gms,Gms.,heuristic,TRUE
gp,Games played.,curated,FALSE
gravityscore,Gravityscore.,heuristic,TRUE
group,Group identifier (e.g. conference 'group_id').,curated,FALSE
group_id,Group identifier (e.g. conference group_id).,curated,FALSE
group_name,Group name.,curated,FALSE
group_rank,League/season rank for group.,heuristic,TRUE
groups_id,Unique identifier for groups.,heuristic,TRUE
groups_is_conference,Groups is conference.,heuristic,TRUE
groups_name,Groups name.,heuristic,TRUE
groups_short_name,Groups short name.,heuristic,TRUE
gs,Games started.,curated,FALSE
guid,GUID string.,curated,FALSE
ha,Ha.,heuristic,TRUE
half,Half of the game (1 or 2).,curated,FALSE
hand,Player handedness ('Right' / 'Left').,curated,FALSE
hand_abbreviation,Hand abbreviation.,heuristic,TRUE
hand_display_value,Hand display value.,heuristic,TRUE
hand_type,Hand type.,heuristic,TRUE
hang_time,Time / clock value.,heuristic,TRUE
hca,Hca.,heuristic,TRUE
hca_rk,Hca rk.,heuristic,TRUE
heading,Section heading or label.,curated,FALSE
headline,News headline.,curated,FALSE
headshot,Headshot image URL.,curated,FALSE
headshot_alt,Alternative-text label for the headshot.,curated,FALSE
headshot_href,Headshot image URL.,curated,FALSE
height,Player height (string e.g. '6-2' or inches).,curated,FALSE
height_in,Player height in inches.,curated,FALSE
height_meters,Player height in meters.,curated,FALSE
help_blocks,Help blocks.,heuristic,TRUE
help_field_goals_attempted,Number of help field goals attempted.,heuristic,TRUE
help_field_goals_made,Number of help field goals made.,heuristic,TRUE
help_field_goals_percentage,Help field goals percentage (0-1 decimal).,heuristic,TRUE
hgt,Hgt.,heuristic,TRUE
hid,Hid.,heuristic,TRUE
hidden,TRUE if the row should be hidden from public display.,curated,FALSE
historical_status,Historical status.,heuristic,TRUE
home,Home.,heuristic,TRUE
home_abbreviation,Home team's abbreviation.,heuristic,TRUE
home_alternate_color,Color code (hex) for home alternate.,heuristic,TRUE
home_avgpointsagainst,Home team's avgpointsagainst.,heuristic,TRUE
home_avgpointsfor,Home team's avgpointsfor.,heuristic,TRUE
home_away,Game venue label ('home' or 'away').,curated,FALSE
home_color,Color code (hex) for home.,heuristic,TRUE
home_conference_id,Unique identifier for home conference.,heuristic,TRUE
home_description,Home team's description.,heuristic,TRUE
home_display_name,Home display name.,heuristic,TRUE
home_favorite,TRUE if the home team is the betting favorite.,curated,FALSE
home_gamesbehind,Home team's gamesbehind.,heuristic,TRUE
home_id,Unique identifier for home.,heuristic,TRUE
home_in_bonus,Home team's in bonus.,heuristic,TRUE
home_is_active,Home team's is active.,heuristic,TRUE
home_leaders_assists,Home team's leaders assists.,heuristic,TRUE
home_leaders_jersey_num,Home team's leaders jersey num.,heuristic,TRUE
home_leaders_name,Home leaders name.,heuristic,TRUE
home_leaders_person_id,Unique identifier for home leaders person.,heuristic,TRUE
home_leaders_player_slug,Home team's leaders player slug.,heuristic,TRUE
home_leaders_points,Home team's leaders points.,heuristic,TRUE
home_leaders_position,Home team's leaders position.,heuristic,TRUE
home_leaders_rebounds,Home team's leaders rebounds.,heuristic,TRUE
home_leaders_team_tricode,Home team's leaders team tricode.,heuristic,TRUE
home_leaguewinpercent,Home team's leaguewinpercent.,heuristic,TRUE
home_location,Home team's location.,heuristic,TRUE
home_logo,Home team logo URL.,curated,FALSE
home_losses,Home team's losses.,heuristic,TRUE
home_name,Home name.,heuristic,TRUE
home_periods,Home team's periods.,heuristic,TRUE
home_player1,Home team's player1.,heuristic,TRUE
home_player2,Home team's player2.,heuristic,TRUE
home_player3,Home team's player3.,heuristic,TRUE
home_player4,Home team's player4.,heuristic,TRUE
home_player5,Home team's player5.,heuristic,TRUE
home_playoffseed,Home team's playoffseed.,heuristic,TRUE
home_pointsagainst,Home team's pointsagainst.,heuristic,TRUE
home_pointsfor,Home team's pointsfor.,heuristic,TRUE
home_record,Home win-loss record.,curated,FALSE
home_rk,Home team's rk.,heuristic,TRUE
home_score,Home team score at the time of the play.,curated,FALSE
home_score_at_event,Home score after this play / event.,curated,FALSE
home_scoring,Home team's scoring.,heuristic,TRUE
home_seed,Home team's seed.,heuristic,TRUE
home_short_display_name,Home short display name.,heuristic,TRUE
home_streak,Home team's streak.,heuristic,TRUE
home_team,Home team's team.,heuristic,TRUE
home_team_abb,Home team's team abb.,heuristic,TRUE
home_team_abbrev,Home team three-letter abbreviation.,curated,FALSE
home_team_alternate_color,Home team alternate color (hex).,curated,FALSE
home_team_city,Home team city / location.,curated,FALSE
home_team_color,Home team primary color (hex).,curated,FALSE
home_team_full,Full home team name and label.,curated,FALSE
home_team_full_name,Full home team name (e.g. 'Las Vegas Aces').,curated,FALSE
home_team_id,Unique identifier for the home team.,curated,FALSE
home_team_in_bonus,Home team's team in bonus.,heuristic,TRUE
home_team_location,Home team's team location.,heuristic,TRUE
home_team_logo,Home team logo URL.,curated,FALSE
home_team_logo_dark,Home team logo URL for dark backgrounds.,curated,FALSE
home_team_losses,Home team's team losses.,heuristic,TRUE
home_team_mascot,Home team mascot.,curated,FALSE
home_team_name,Home team name.,curated,FALSE
home_team_name_alt,Alternate home team name.,curated,FALSE
home_team_odds_average_score,Home team's team odds average score.,heuristic,TRUE
home_team_odds_favorite,Home team's team odds favorite.,heuristic,TRUE
home_team_odds_money_line,Home team's team odds money line.,heuristic,TRUE
home_team_odds_money_line_odds,Home team's team odds money line odds.,heuristic,TRUE
home_team_odds_spread_odds,Home team's team odds spread odds.,heuristic,TRUE
home_team_odds_spread_record_losses,Home team's team odds spread record losses.,heuristic,TRUE
home_team_odds_spread_record_pushes,Home team's team odds spread record pushes.,heuristic,TRUE
home_team_odds_spread_record_summary,Home team's team odds spread record summary.,heuristic,TRUE
home_team_odds_spread_record_wins,Home team's team odds spread record wins.,heuristic,TRUE
home_team_odds_spread_return,Home team's team odds spread return.,heuristic,TRUE
home_team_odds_team_id,Unique identifier for home team odds team.,heuristic,TRUE
home_team_odds_underdog,Home team's team odds underdog.,heuristic,TRUE
home_team_odds_win_percentage,Home team odds win percentage (0-1 decimal).,heuristic,TRUE
home_team_record,Home team's win-loss record.,curated,FALSE
home_team_score,Home team's score.,curated,FALSE
home_team_seed,Home team's team seed.,heuristic,TRUE
home_team_slug,Home team's team slug.,heuristic,TRUE
home_team_spread,Home team's point spread.,curated,FALSE
home_team_time,Time / clock value.,heuristic,TRUE
home_team_timeouts_remaining,Home team's team timeouts remaining.,heuristic,TRUE
home_team_tricode,Home team three-letter code.,curated,FALSE
home_team_uid,ESPN UID of the home team.,curated,FALSE
home_team_winner,TRUE if the home team won this game.,curated,FALSE
home_team_wins,Home team's team wins.,heuristic,TRUE
home_timeouts_remaining,Home team's timeouts remaining.,heuristic,TRUE
home_town,Home team's town.,heuristic,TRUE
home_uid,Home team's uid.,heuristic,TRUE
home_venue_id,Unique identifier for home venue.,heuristic,TRUE
home_w_l,Home team's wins losses.,heuristic,TRUE
home_w_l_pct,Home wins losses percentage (0-1 decimal).,heuristic,TRUE
home_w_l_rk,Home team's wins losses rk.,heuristic,TRUE
home_win,Home team's win.,heuristic,TRUE
home_win_pct,Home win percentage (0-1 decimal).,heuristic,TRUE
home_win_percentage,Home win percentage (0-1 decimal).,heuristic,TRUE
home_winner,Home team's winner.,heuristic,TRUE
home_winpercent,Home team's winpercent.,heuristic,TRUE
home_wins,Home team's wins.,heuristic,TRUE
hometown,Player hometown.,curated,FALSE
hpa,Hpa.,heuristic,TRUE
hpb,Hpb.,heuristic,TRUE
href,Link / page URL.,curated,FALSE
ht,Ht.,heuristic,TRUE
hustle_status,Hustle status.,heuristic,TRUE
icon,Icon image URL.,curated,FALSE
icon_text,Icon descriptive text.,curated,FALSE
icon_url,Icon image URL.,curated,FALSE
id,Id.,heuristic,TRUE
if_necessary,If necessary.,heuristic,TRUE
images,JSON array of image objects (serialized).,curated,FALSE
international,TRUE if the player has international experience.,curated,FALSE
is_active,Is active.,heuristic,TRUE
is_all_star,Is all star.,heuristic,TRUE
is_draft_live,Is draft live.,heuristic,TRUE
is_field_goal,1 if the action was a field goal; 0 otherwise.,curated,FALSE
is_target_score_last_period,Is target score last period.,heuristic,TRUE
ist_group,Ist group.,heuristic,TRUE
ist_group_gb,Ist group gb.,heuristic,TRUE
ist_group_rank,League/season rank for ist group.,heuristic,TRUE
ist_knockout_rank,League/season rank for ist knockout.,heuristic,TRUE
ist_wildcard_gb,Ist wildcard gb.,heuristic,TRUE
ist_wildcard_rank,League/season rank for ist wildcard.,heuristic,TRUE
jersey,Jersey number worn by the player.,curated,FALSE
jersey_num,Jersey number worn by the player.,curated,FALSE
jump_ball_lost_person_id,Unique identifier for jump ball lost person.,heuristic,TRUE
jump_ball_lost_player_name,Jump ball lost player name.,heuristic,TRUE
jump_ball_recoverd_person_id,Unique identifier for jump ball recoverd person.,heuristic,TRUE
jump_ball_recovered_name,Jump ball recovered name.,heuristic,TRUE
jump_ball_won_person_id,Unique identifier for jump ball won person.,heuristic,TRUE
jump_ball_won_player_name,Jump ball won player name.,heuristic,TRUE
jump_subscore,Jump subscore.,heuristic,TRUE
jumping_foot,Jumping foot.,heuristic,TRUE
keywords,Comma-separated keywords / tags.,curated,FALSE
kp_median,Kp median.,heuristic,TRUE
kpoy_rating,Kpoy rating.,heuristic,TRUE
l,Losses.,curated,FALSE
l_conference,L conference.,heuristic,TRUE
l_conference_proj,L conference proj.,heuristic,TRUE
l_proj,L proj.,heuristic,TRUE
lag_game_half,Half lag (the previous-play's half).,curated,FALSE
lag_qtr,Quarter lag (the previous-play's quarter).,curated,FALSE
largest_lead,Largest lead during the game.,curated,FALSE
last_10_record,Win-loss record in the last 10 games.,curated,FALSE
last_5,Win-loss record over the last 5 games.,curated,FALSE
last_game,Last game date or score string.,curated,FALSE
last_game_1,Last game 1.,heuristic,TRUE
last_modified,Last-modified timestamp (ISO 8601).,curated,FALSE
last_name,Player's last name.,curated,FALSE
last_updated,Last updated.,heuristic,TRUE
lastname,Lastname.,heuristic,TRUE
lasttengames,Lasttengames.,heuristic,TRUE
lateral_catch_distance,Lateral catch distance.,heuristic,TRUE
ldur,Ldur.,heuristic,TRUE
lead_changes,Lead changes.,heuristic,TRUE
lead_changes_rk,Lead changes rk.,heuristic,TRUE
lead_changes_season_rk,Lead changes season rk.,heuristic,TRUE
lead_game_half,Half lead (the next-play's half).,curated,FALSE
lead_qtr,Quarter lead (the next-play's quarter).,curated,FALSE
league,League.,heuristic,TRUE
league_id,League identifier ('10' = WNBA).,curated,FALSE
leaguestandings,Leaguestandings.,heuristic,TRUE
leaguewinpercent,Leaguewinpercent.,heuristic,TRUE
linescore_period_1,Score in period 1.,curated,FALSE
linescore_period_2,Score in period 2.,curated,FALSE
linescore_period_3,Score in period 3.,curated,FALSE
linescore_period_4,Score in period 4.,curated,FALSE
linescore_period_5,Score in period 5 (OT).,curated,FALSE
link_app,App / deep link URL.,curated,FALSE
link_mobile,Mobile link / URL.,curated,FALSE
link_web,Web link / URL.,curated,FALSE
linked,TRUE if the record is linked to a related entity.,curated,FALSE
live_draft_current_pick_number,Live draft current pick number.,heuristic,TRUE
loc_x,X coordinate on the court (units of inches; 0 = basket center).,curated,FALSE
loc_y,Y coordinate on the court (units of inches; baseline at 0).,curated,FALSE
location,Location.,heuristic,TRUE
logo,Team or league logo URL.,curated,FALSE
logo_dark,Logo dark.,heuristic,TRUE
logo_dark_href,Logo URL for dark backgrounds.,curated,FALSE
logo_href,Team or league logo URL.,curated,FALSE
logos,Logos.,heuristic,TRUE
logos_href_2,Logos href 2.,heuristic,TRUE
logos_href_3,Logos href 3.,heuristic,TRUE
logos_href_4,Logos href 4.,heuristic,TRUE
long_comment,Long-form play / event comment.,curated,FALSE
loose_balls_recovered,Loose balls recovered.,curated,FALSE
loose_balls_recovered_defensive,Loose balls recovered on defense.,curated,FALSE
loose_balls_recovered_offensive,Loose balls recovered on offense.,curated,FALSE
loose_balls_recovered_total,Loose balls recovered total.,heuristic,TRUE
loss_rk,Loss rk.,heuristic,TRUE
loss_score,Loss score.,heuristic,TRUE
loss_team,Loss team.,heuristic,TRUE
losses,Total losses.,curated,FALSE
lth,Lth.,heuristic,TRUE
ltp,Ltp.,heuristic,TRUE
ltt,Ltt.,heuristic,TRUE
ltw,Ltw.,heuristic,TRUE
luck,Luck.,heuristic,TRUE
luck_rk,Luck rk.,heuristic,TRUE
lurl,Lurl.,heuristic,TRUE
m,M.,heuristic,TRUE
mascot,Team mascot.,curated,FALSE
matchup,Matchup.,heuristic,TRUE
matchup_assists,Matchup assists.,heuristic,TRUE
matchup_blocks,Matchup blocks.,heuristic,TRUE
matchup_field_goal_percentage,Matchup field goal percentage (0-1 decimal).,heuristic,TRUE
matchup_field_goals_attempted,Number of matchup field goals attempted.,heuristic,TRUE
matchup_field_goals_made,Number of matchup field goals made.,heuristic,TRUE
matchup_field_goals_percentage,Matchup field goals percentage (0-1 decimal).,heuristic,TRUE
matchup_free_throws_attempted,Number of matchup free throws attempted.,heuristic,TRUE
matchup_free_throws_made,Number of matchup free throws made.,heuristic,TRUE
matchup_minutes,Matchup minutes.,heuristic,TRUE
matchup_minutes_sort,Matchup minutes sort.,heuristic,TRUE
matchup_potential_assists,Matchup potential assists.,heuristic,TRUE
matchup_short,Matchup short.,heuristic,TRUE
matchup_three_pointer_percentage,Matchup three pointer percentage (0-1 decimal).,heuristic,TRUE
matchup_three_pointers_attempted,Number of matchup three pointers attempted.,heuristic,TRUE
matchup_three_pointers_made,Number of matchup three pointers made.,heuristic,TRUE
matchup_three_pointers_percentage,Matchup three pointers percentage (0-1 decimal).,heuristic,TRUE
matchup_turnovers,Matchup turnovers.,heuristic,TRUE
matchups_family_name,Matchups family name.,heuristic,TRUE
matchups_first_name,Matchups first name.,heuristic,TRUE
matchups_jersey_num,Matchups jersey num.,heuristic,TRUE
matchups_name_i,Matchups name i.,heuristic,TRUE
matchups_person_id,Unique identifier for matchups person.,heuristic,TRUE
matchups_player_slug,Matchups player slug.,heuristic,TRUE
max_ball_height,Max ball height.,heuristic,TRUE
mdur,Mdur.,heuristic,TRUE
media_id,Media identifier (video / image).,curated,FALSE
mid_display_name,Medium-length display name.,curated,FALSE
min,Minutes played.,curated,FALSE
min_pct,Min percentage (0-1 decimal).,heuristic,TRUE
min_pct_rk,Min pct rk.,heuristic,TRUE
min_wp,Min wp.,heuristic,TRUE
minimum_wp_rk,Minimum wp rk.,heuristic,TRUE
minimum_wp_season_rk,Minimum wp season rk.,heuristic,TRUE
mins,Minutes played.,curated,FALSE
minus,Minus.,heuristic,TRUE
minute_game,Minute game.,heuristic,TRUE
minute_remaining_quarter,Minute remaining quarter.,heuristic,TRUE
minutes,"Minutes played, formatted MM:SS (V3 PT-duration parsed) or decimal minutes (V2).",curated,FALSE
minutes_calculated,Minutes calculated from game-clock differences.,curated,FALSE
minutes_per_game,Minutes Per Game.,espn_api,FALSE
minutes_played,Minutes played.,heuristic,TRUE
mobile_url,Mobile site URL.,curated,FALSE
month,Month number.,curated,FALSE
month_name,Full month name.,curated,FALSE
month_num,Month num.,heuristic,TRUE
mpg,Minutes per game.,curated,FALSE
mth,Mth.,heuristic,TRUE
mtp,Mtp.,heuristic,TRUE
mtt,Mtt.,heuristic,TRUE
mtw,Mtw.,heuristic,TRUE
murl,Murl.,heuristic,TRUE
mvp,Mvp.,heuristic,TRUE
name,Display name.,curated,FALSE
name_i,Initialed name (e.g. 'A. Wilson').,curated,FALSE
national_rank,League/season rank for national.,heuristic,TRUE
nationality,Nationality.,curated,FALSE
